relative_path,source_dataset,parent_path,subject_id_candidate,motion_id,sha256,npz_keys,num_frames,pose_width,trans_frames,trans_width,mocap_framerate,gender,status,error
BioMotionLab_NTroje/rub037/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0024_throwing_hard3,88e198d569e61279c877459a06ddb430ae21bc91a709ce69a21844a5f49aea8d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",416,156,416,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0025_kicking1,d806c3657a443b709ae77704f528f57a17add5f92ade41691b351ad857077415,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1985,156,1985,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0026_kicking2,c81493f7a1d00ea94e0f9cc510f32f3445df5af884fedf94188d9eec505146d3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",503,156,503,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0027_circle_walk,2b9662070d02ee5079c256a6b7a8abf07cb26e1e1ad6fdc67a70e673115aeffb,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1974,156,1974,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0028_jumping1,57c33c48f78088458dde8be9dd90b742924b0fad8b08901a6cce5b57850ce4bf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",433,156,433,3,120.0,male,ok,
BioMotionLab_NTroje/rub037/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub037,BioMotionLab_NTroje::rub037,0029_jumping2,954f27c5aa5ddc49fcdf6c93a848513d985187b94b467b668564959a9a40a0fe,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",407,156,407,3,120.0,male,ok,
BioMotionLab_NTroje/rub038/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0000_treadmill_norm,248192188fa230ac7744fea2121d0299c733acaaf8a4e1d1a974a710387565b9,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2985,156,2985,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0001_treadmill_fast,f1cad935ab7fe633fbe64fba01b9f1a4c8c0aa2035f83e33da3d0f581abe7283,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2993,156,2993,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0002_treadmill_slow,02776b7502011f32e203519077bf6a89aaa161aabddd04bea2953af2f2e1e804,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2944,156,2944,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0003_treadmill_jog,e43645451bc819e3c9bd06c3d60cd214710766b9d8d6ecee0145cbcb2e11cc4e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3143,156,3143,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0004_motorcycle,4a0ae268df16153dd741172c7595ae4a0015aa49e7834fac9c6a7fab56a5fc60,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",464,156,464,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0005_normal_walk1,a6eb2a2769124b74b2a4ee0bce0244b1916112471505101c542850306cd9d132,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",491,156,491,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0006_normal_walk2,2cf8d7110b6cc4f2c07dee6abc5846856eb0e9010b531a220c21edfe70304ff0,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",496,156,496,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0007_normal_walk3,50f1a0df90e310e9d81fa3f5d08ff8b67d23eef922e6287d9fe0b0165d83fb5f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",480,156,480,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0008_normal_walk4,d0030ca90ddbf4ce9d21c83d5cf518c6f46c368f96bce36541fadafa95a2259e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",486,156,486,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0009_normal_jog1,8e6e067295d8262ccbbc86c2ceb474ff39856c1126657ff80c2120a508830d16,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",214,156,214,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0010_normal_jog2,5de4e7a0ac11daeaa9af200d1ab0b819776048358ca057ccd2a97381a9143853,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",240,156,240,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0011_normal_jog3,a62e6aeed582e96a809b1e59bc2425c0decbbfcd624ac12cb3122343adc35eff,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",199,156,199,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0012_normal_jog4,6156d457ab4d22a02ec6ae6e13ca529ae4c136b511ad6bb7efdd420e672c481e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",173,156,173,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0013_knocking1,0535d4adbe3fc3bfb57f4b98ae8b7b0c717a29e3a66c3636db1ee8e60ed83f19,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1119,156,1119,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0014_knocking2,cfbb6660424a0fd811eba9d37b6994ede0ea2a8a90efd4392b077d2a4648260c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1057,156,1057,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0015_sitting1,cb5212ad5b1fccbd1b982fed54dbb8b4a01a11abc6c7d28e4831691c03b995a5,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1284,156,1284,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0016_sitting2,fb7c17faa8c87c08566201bca054cb51fffd555c89f39d9b8f6fbcbe8d3caf9e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1772,156,1772,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0017_lifting_light1,4e08c054291a1a25e30e66f22b0a754398d90c976104a7afce699b26c7d39d41,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",727,156,727,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0018_lifting_light2,cfe3b27a8843ca33b82a1cc46b889a49e3d9ae16a235a2a4bc61c574ce631d53,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",683,156,683,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0019_lifting_heavy1,e98a4bb137d52679576474506b2d9ad67b6e295706cec0ff7ace92c52ecb0910,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",871,156,871,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0020_lifting_heavy2,c4ad279bf8e9092ea118deb0ae85b51f9e4888bd6c8976ecbf231fcb5990cced,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",904,156,904,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0021_catching_and_throwing,0872d8a73e48e1d24189db3818db1e48840b5f2a31db7ce97d0cadb7db700217,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2080,156,2080,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0022_throwing_hard1,fdaf698e7df4028a9b8ca7feb6b32804cf27c4eb9de9a1d6005103cfb3a43df8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",652,156,652,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0024_throwing_hard3,a70999c910dc7f4ca714e7e4cdc9ee46993d9238959602c0fe8b6f502ff3c8c3,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",417,156,417,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0025_kicking1,35bae5b17033a2ca29e8710d7adc3ad88b46bc38e192144e778e3d9a5f5dabaa,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",402,156,402,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0026_kicking2,a88526f9b33a278ebc1d389b9b4cbc5f06af96ee69a3c62a4e1d5f1a72b0893a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",523,156,523,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0027_circle_walk,64859c16e9c7f7ec311b371ec5d638855d6ad717bf173142b3d99a395a435aa4,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1690,156,1690,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0028_jumping1,e7831eb79a31e27f0bafbfa043c07ce69dd07f963c3f9601e1d5dcfdee97c076,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",470,156,470,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0029_jumping2,cb10aa9a983ffaaf4ea8863df47db9ec7c55c0da6e3c34ac253f460e8b7badad,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",398,156,398,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0030_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0030_scamper,39f3e936335af62f515f7f736ae1508167ee981b48f826709e2d5c02ba3a365e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3276,156,3276,3,120.0,female,ok,
BioMotionLab_NTroje/rub038/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub038,BioMotionLab_NTroje::rub038,0031_rom,f404a7ce3962f77d7e57b566fde35d2070def4831c7d4c721fb4a659c3fc7758,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",8926,156,8926,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0000_treadmill_norm,80922e26532ebec6013c30169e7d3abe895ad3b5cb8b1bd554e216a9de4f973e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2952,156,2952,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0001_treadmill_fast,4f09cf991e8d6eaa3af8d7d6367a63916ed8138029eade98952c75935e8b7689,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2930,156,2930,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0002_treadmill_slow,f3037bceae4764ea107256d76d3e468fafb3927ad2172f1a790e04acf6aa946d,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2964,156,2964,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0003_treadmill_jog,67c3e19ec784127ff5bcb1fbc1191055cd2fad22d5e14d13ef5fb9c8b1837d76,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3062,156,3062,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0004_motorcycle,f942ea6a767876dc56bd117faa33fc0b127d39588a026821f276eaaae599fa9f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",476,156,476,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0005_normal_walk1,fa5a4db299e84576aaae17881bc5aec28740aa5d2443c8689e0e18efeaf4c185,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",566,156,566,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0006_normal_walk2,dd6f6cf62026b461f9f52dc9334ed4faf32bffd5ca042f4f893f1d492ffcb95f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",544,156,544,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0007_normal_walk3,a9e228d29a29c68f69e79420a0677aafdfdefb1a02041f55c85ab4a6ce07532e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",556,156,556,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0008_normal_walk4,ed54dd2e33f39d3e3079f254e007ba3ca6798128382320a54f879549250934ec,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",638,156,638,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0009_normal_jog1,f12ffb454e1eee4d8765de791ec1b63bf6925e0b68756e6a3307ddfd3927dc81,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",212,156,212,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0010_normal_jog2,e29d3e0ebb7a081173ab4445cf98979e8bfe567c000a92c80dcb55b2d4015332,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",268,156,268,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0011_normal_jog3,9fea3eb4d2ec5bc5aa00d5d335ce56271842ce814a975859eb7ff1023f2dd4cc,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",239,156,239,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0012_normal_jog4,34e849bfc1c298f45cb29e10d9e7439db686641e53a5764935bbb4092e89c3b8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",195,156,195,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0013_knocking1,9dc15f022bd9dafc83b5006911626143d09c7dca070ddde7c4fc1da9dfaa79bf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1192,156,1192,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0014_knocking2,e194bc2091024df524697ab64dccc7d7d8bac7657e56ac95bf227220ad195814,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1111,156,1111,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0015_sitting1,8a5701afc1b5c63293fcb67d3d37863fc57503e1ffe42123cbe49ae5366691ba,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",1209,156,1209,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0016_sitting2,7955c13dbc497197fdd8c53b72a664edd057e71c6b916acc302819d1827d848f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",930,156,930,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0017_lifting_light1,54b7c4b197a206e2f90e9b2918f7f240d1e6e7961a0646a43d74698dffd344bf,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",791,156,791,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0018_lifting_light2,4c5ac531402206b2dbe670a2cb375c140a7a28f40731d8082f09aa3bcadd4717,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",787,156,787,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0019_lifting_heavy1,4bc71bd8c29d4c68a7b08b0caaf63b22fe63813508869bc5b848fb240440973c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",909,156,909,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0020_lifting_heavy2,2c3d4ee8f9f7258d8db66444ac756031044864041a343072ae4ddbacb7f8a42b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",868,156,868,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0021_catching_and_throwing,2caeb1e72ee17ddd3e55eec1ed924708868d2b007cf0682dd932040db38010a8,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3168,156,3168,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0022_throwing_hard1,e95f8a60569f56e4385997a23127ec457aafd6b75265a2bf6457036e9c3d1778,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",560,156,560,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0023_throwing_hard2,e7d57f2e4ce2e70d7fef1d238a6910b309b590db67516a72ebb975c5c3d00b3e,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",616,156,616,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0024_throwing_hard3,d70d303f85271d38d70909ee689728612e47ee392ed7780adcf4215e3f898bb2,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",510,156,510,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0025_kicking1,90d0d20d510b925ec8b1f69004a284f09812da9f077abaf8e973314b72cfff10,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",580,156,580,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0026_kicking2,7d8794d1c20d33d409e0d7ecfe999bfb133b30566f7492d520b267d2ba717740,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",703,156,703,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0027_circle_walk,68bfd4f1e141b0258044132bd76aab114a6bc11b3d2bfe3a7767a5a6ea487651,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",2404,156,2404,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0028_jumping1,ea1dd6beee2e7fa0f04464757a9b3d54b870acea3e1be48b290aabbe905ee14a,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",415,156,415,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0029_jumping2,5fefe2b939f31c03a0771ade078c5e91a264a55b6d4687d09dd4e49bda976d1f,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",450,156,450,3,120.0,female,ok,
BioMotionLab_NTroje/rub039/0030_scamper_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub039,BioMotionLab_NTroje::rub039,0030_scamper_rom,4295f761aed1a9f1dcea49090260e087a6ada2015e5602f7594d4c9129d8d76c,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",3904,156,3904,3,120.0,female,ok,
BioMotionLab_NTroje/rub040/0000_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub040,BioMotionLab_NTroje::rub040,0000_normal_walk1,a3b322763fac2b9f180bfe40dd3070c2b35f629d8a42d274c351c3385312b46b,"[""betas"", ""dmpls"", ""gender"", ""mocap_framerate"", ""poses"", ""trans""]",648,156,648,3,120.0,female,ok,
