sequence_id,video_id,url,first_frame,last_frame,n_annotated_frames,source_height,dataset_annotation,gait_pattern_annotation,cam_view
cljwrgl2p00243n6lwusay4pt,M-_cogKwXK4,https://www.youtube.com/watch?v=M-_cogKwXK4,4625,5274,650,480,Abnormal Gait,parkinsons,front
cljwri6el002b3n6l76w6m2d2,M-_cogKwXK4,https://www.youtube.com/watch?v=M-_cogKwXK4,7184,7224,41,480,Abnormal Gait,parkinsons,front
cljwrix1g002f3n6lcqc3bzfa,M-_cogKwXK4,https://www.youtube.com/watch?v=M-_cogKwXK4,7481,7563,83,480,Abnormal Gait,parkinsons,front
cljwrju1q002k3n6locdj52a9,mBAxLr73IHU,https://www.youtube.com/watch?v=mBAxLr73IHU,1,105,105,320,Abnormal Gait,normal,front
cljwrkef8002o3n6lp21lyyik,mBAxLr73IHU,https://www.youtube.com/watch?v=mBAxLr73IHU,154,230,77,320,Abnormal Gait,normal,back
cljwrl5sp002s3n6l9f979pew,mBAxLr73IHU,https://www.youtube.com/watch?v=mBAxLr73IHU,261,341,81,320,Abnormal Gait,normal,front
cljwrljou002w3n6ld0cnkyyv,mBAxLr73IHU,https://www.youtube.com/watch?v=mBAxLr73IHU,410,479,70,320,Abnormal Gait,normal,back
cljwrm2hl00303n6lmj6myxp0,mBAxLr73IHU,https://www.youtube.com/watch?v=mBAxLr73IHU,506,575,70,320,Abnormal Gait,normal,front
cljwrn1is00353n6lsjuek9uh,M-iIqY2bBVY,https://www.youtube.com/watch?v=M-iIqY2bBVY,57,206,150,720,Abnormal Gait,antalgic,front
cljwrnrmd00393n6lvp4oc8sk,M-iIqY2bBVY,https://www.youtube.com/watch?v=M-iIqY2bBVY,350,468,119,720,Abnormal Gait,antalgic,front
cljwroo0h003e3n6l4gxaa049,mLOHf044vaM,https://www.youtube.com/watch?v=mLOHf044vaM,1,307,307,480,Abnormal Gait,antalgic,front
cljwrq524003j3n6lt19gnyf5,-MQBffDuto4,https://www.youtube.com/watch?v=-MQBffDuto4,1,202,202,480,Abnormal Gait,cerebral palsy,back
cljwrqwc9003n3n6ltzrvje9c,-MQBffDuto4,https://www.youtube.com/watch?v=-MQBffDuto4,243,441,199,480,Abnormal Gait,cerebral palsy,front
cljwrs3ox003s3n6l3qiz89pr,mS7M4DyTFEw,https://www.youtube.com/watch?v=mS7M4DyTFEw,107,211,105,720,Abnormal Gait,antalgic,back
cljwrsi3r003w3n6ltfmup6z0,mS7M4DyTFEw,https://www.youtube.com/watch?v=mS7M4DyTFEw,246,365,120,720,Abnormal Gait,antalgic,front
cljwrtedu00413n6lty9mdlvq,MTNB0MOO_yk,https://www.youtube.com/watch?v=MTNB0MOO_yk,165,296,132,360,Abnormal Gait,exercise,left side
cljwru1g600463n6lp6agakeg,mzOP3REjvCs,https://www.youtube.com/watch?v=mzOP3REjvCs,1,228,228,480,Abnormal Gait,abnormal,front
cljwrvc82004b3n6ljbuorcr7,n93bgWhLZk4,https://www.youtube.com/watch?v=n93bgWhLZk4,1,458,458,132,Abnormal Gait,myopathic,front
cljwrw6js004g3n6lnv6bbczy,nB1nLMza88I,https://www.youtube.com/watch?v=nB1nLMza88I,384,1080,697,480,Abnormal Gait,exercise,back
cljwrxi03004k3n6ltnmu15ks,nB1nLMza88I,https://www.youtube.com/watch?v=nB1nLMza88I,1096,1332,237,480,Abnormal Gait,exercise,other
cljwrxvse004o3n6l8gzn0koh,nB1nLMza88I,https://www.youtube.com/watch?v=nB1nLMza88I,1346,2117,772,480,Abnormal Gait,exercise,front
cljwrzfhq004t3n6lpnogqw2y,NJdbdXSrE1k,https://www.youtube.com/watch?v=NJdbdXSrE1k,1522,1613,92,240,Abnormal Gait,inebriated,back
cljws0aeg004x3n6l0bs4fr3m,NJdbdXSrE1k,https://www.youtube.com/watch?v=NJdbdXSrE1k,1823,1914,92,240,Abnormal Gait,inebriated,left side
cljws1mn100523n6l7yrxf2yp,NpgUh5ACzW4,https://www.youtube.com/watch?v=NpgUh5ACzW4,127,278,152,360,Abnormal Gait,pregnant,front
cljws24xx00563n6l1lvi70og,NpgUh5ACzW4,https://www.youtube.com/watch?v=NpgUh5ACzW4,346,498,153,360,Abnormal Gait,pregnant,back
cljws2r5g005a3n6ll46hxg3f,NpgUh5ACzW4,https://www.youtube.com/watch?v=NpgUh5ACzW4,1023,1152,130,360,Abnormal Gait,pregnant,front
cljws38u1005e3n6l0e9p9gex,NpgUh5ACzW4,https://www.youtube.com/watch?v=NpgUh5ACzW4,1228,1354,127,360,Abnormal Gait,pregnant,back
cljws3yi7005j3n6lhe3pllsk,nrUHUl1fn4I,https://www.youtube.com/watch?v=nrUHUl1fn4I,1,255,255,480,Abnormal Gait,myopathic,front
cljws4z6p005n3n6l0pj42xf3,nrUHUl1fn4I,https://www.youtube.com/watch?v=nrUHUl1fn4I,321,447,127,480,Abnormal Gait,myopathic,back
cljws85nz00043n6lfct00zcv,QO8D-comBy8,https://www.youtube.com/watch?v=QO8D-comBy8,1,240,240,360,Abnormal Gait,antalgic,right side
cljws8qbk00083n6l8mxhhaqj,QO8D-comBy8,https://www.youtube.com/watch?v=QO8D-comBy8,260,497,238,360,Abnormal Gait,antalgic,right side
cljws9b1w000c3n6lzf4v7hdb,QO8D-comBy8,https://www.youtube.com/watch?v=QO8D-comBy8,520,734,215,360,Abnormal Gait,antalgic,right side
cljwsawxw000h3n6lxtnmrtll,RnGsGqxJS-8,https://www.youtube.com/watch?v=RnGsGqxJS-8,1,156,156,480,Abnormal Gait,abnormal,front
cljwsd2vm000o3n6ldtv71ge9,rvx2Pie-k2E,https://www.youtube.com/watch?v=rvx2Pie-k2E,506,848,343,480,Abnormal Gait,abnormal,front
cljwse3x0000t3n6l8umadcwn,sBQsjPibYnQ,https://www.youtube.com/watch?v=sBQsjPibYnQ,1,309,309,480,Abnormal Gait,abnormal,right side
cljwsf1ex000y3n6l13irae1p,sBww6q9Zybs,https://www.youtube.com/watch?v=sBww6q9Zybs,1,301,301,480,Abnormal Gait,exercise,front
cljwsfrov00123n6llhq41svp,sBww6q9Zybs,https://www.youtube.com/watch?v=sBww6q9Zybs,306,458,153,480,Abnormal Gait,exercise,front
cljwsgzl400173n6l1o4umk7l,SG_2SlYRERQ,https://www.youtube.com/watch?v=SG_2SlYRERQ,44,355,312,720,Abnormal Gait,exercise,right side
cljwshr10001c3n6ln1kkpqs6,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,1,300,300,480,Abnormal Gait,cerebral palsy,left side
cljwsiehw001g3n6lmr006lhr,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,836,964,129,480,Abnormal Gait,cerebral palsy,front
cljwsj29l001k3n6l8938wrtc,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,1098,1629,532,480,Abnormal Gait,cerebral palsy,front
cljwsjpbp001o3n6ln3z2vtfk,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,1664,2699,1036,480,Abnormal Gait,cerebral palsy,right side
cljwskeid001s3n6lrp3je2km,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,2717,2977,261,480,Abnormal Gait,cerebral palsy,right side
cljwslbss001w3n6lr5pf4t4k,SiYe89_WaTQ,https://www.youtube.com/watch?v=SiYe89_WaTQ,3016,3198,183,480,Abnormal Gait,cerebral palsy,front
cljwspg6e00213n6ltn2y4cy8,TxqRbz0bh94,https://www.youtube.com/watch?v=TxqRbz0bh94,33,118,86,480,Abnormal Gait,abnormal,right side
cljwsrf6f00043n6lyvybiqah,v1SoZ_S31pk,https://www.youtube.com/watch?v=v1SoZ_S31pk,1,414,414,720,Abnormal Gait,parkinsons,front
cljwssdku00093n6lv3u03u8b,vCn1WRR_U3E,https://www.youtube.com/watch?v=vCn1WRR_U3E,9,314,306,480,Abnormal Gait,abnormal,front
cljwstff4000d3n6ll71hchoj,vCn1WRR_U3E,https://www.youtube.com/watch?v=vCn1WRR_U3E,341,590,250,480,Abnormal Gait,abnormal,front
cljwsuzo5000i3n6l6fh04vn2,vRur-M5U4Q0,https://www.youtube.com/watch?v=vRur-M5U4Q0,1,246,246,480,Abnormal Gait,abnormal,front
cljwsw2aj000n3n6l8leupj5h,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,214,266,53,480,Abnormal Gait,normal,right side
cljwswmbz000r3n6lijh3r47s,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,417,496,80,480,Abnormal Gait,normal,left side
cljwswza1000v3n6lfl03wwes,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,506,587,82,480,Abnormal Gait,normal,right side
cljwsxudc000z3n6l8eoon4wq,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,612,689,78,480,Abnormal Gait,normal,left side
cljwsyscb00133n6lj5h5v9v1,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,707,784,78,480,Abnormal Gait,normal,right side
cljwszgu800183n6lv2aev7fd,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,813,971,159,480,Abnormal Gait,normal,left side
cljwszxbr001c3n6lb5como0l,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,993,1159,167,480,Abnormal Gait,normal,right side
cljwt17kh001g3n6lhqelrx2w,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1197,1450,254,480,Abnormal Gait,normal,left side
cljwt1mnk001k3n6lsrz5snat,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1501,1762,262,480,Abnormal Gait,normal,right side
cljwt275b001o3n6lx021hys6,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1788,1864,77,480,Abnormal Gait,normal,left side
cljwt2kh6001s3n6lnyzpoe3i,vUM4OwTQk34,https://www.youtube.com/watch?v=vUM4OwTQk34,1880,1985,106,480,Abnormal Gait,normal,right side
cljwta1v800043n6l7tvrpsc5,z9Jzz1849L8,https://www.youtube.com/watch?v=z9Jzz1849L8,1,216,216,360,Abnormal Gait,abnormal,left side
cljwtauxc00093n6lcfjk03tn,DfRhvdCiUJk,https://www.youtube.com/watch?v=DfRhvdCiUJk,66,165,100,480,Normal Gait,normal,left side
cljwtchru000e3n6ln81oebjw,diCVwltkV5M,https://www.youtube.com/watch?v=diCVwltkV5M,1079,1155,77,240,Normal Gait,normal,back
cljwtdtig000m3n6l1wnao0fx,diCVwltkV5M,https://www.youtube.com/watch?v=diCVwltkV5M,1338,1419,82,240,Normal Gait,normal,front
cljwteh0c000q3n6l0atu1s0y,diCVwltkV5M,https://www.youtube.com/watch?v=diCVwltkV5M,1660,1909,250,240,Normal Gait,normal,back
cljwtfmw9000u3n6lwarp8uit,diCVwltkV5M,https://www.youtube.com/watch?v=diCVwltkV5M,2048,2264,217,240,Normal Gait,normal,front
cljwtgpsm000y3n6lgbj91b5h,eCCYhDSDlDc,https://www.youtube.com/watch?v=eCCYhDSDlDc,379,678,300,854,Normal Gait,normal,right side
cljwth9ln00123n6l7bn94j2u,eCCYhDSDlDc,https://www.youtube.com/watch?v=eCCYhDSDlDc,724,1014,291,854,Normal Gait,normal,left side
cljwtj9z000173n6lfvq9s6p5,EHx08gSNfxQ,https://www.youtube.com/watch?v=EHx08gSNfxQ,7400,7514,115,480,Normal Gait,normal,back
cljwtjwzm001b3n6ldfj8y8yt,EHx08gSNfxQ,https://www.youtube.com/watch?v=EHx08gSNfxQ,7574,7712,139,480,Normal Gait,normal,front
cljwtki9b001f3n6lx9z4sqj7,EHx08gSNfxQ,https://www.youtube.com/watch?v=EHx08gSNfxQ,7800,7964,165,480,Normal Gait,normal,back
cljwtlo9i001k3n6l5haobi9m,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,2168,2364,197,480,Normal Gait,normal,right side
cljwtm8x8001o3n6lz7zicp07,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,2440,2637,198,480,Normal Gait,normal,front
cljwtmuyo001s3n6lwvf8vtx3,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,2918,3373,456,480,Normal Gait,normal,right side
cljwtogit00203n6labkjs3gk,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,3658,3797,140,480,Normal Gait,normal,front
cljwtp06q00243n6luy6xd8yh,EHymg4AGMJs,https://www.youtube.com/watch?v=EHymg4AGMJs,3840,3887,48,480,Normal Gait,normal,back
cljxgsqgt00043n6lvj5enj3z,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,2557,2613,57,480,Normal Gait,normal,right side
cljxgtshi00093n6lozooumt1,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,2857,2993,137,480,Normal Gait,normal,left side
cljxgugiu000d3n6l1ieoxyk9,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,3041,3180,140,480,Normal Gait,normal,right side
cljxgvdvj000k3n6lmyydoci5,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,3227,3359,133,480,Normal Gait,normal,left side
cljxgw12o000o3n6lm1k3e342,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,3411,3547,137,480,Normal Gait,normal,right side
cljxgwqfa000s3n6lpfzakjof,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,3599,3723,125,480,Normal Gait,normal,left side
cljxgxq03000w3n6lpsp4cgc9,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,3790,3893,104,480,Normal Gait,normal,right side
cljxh0rcs00103n6lwtbna364,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,3934,4035,102,480,Normal Gait,normal,left side
cljxh19il00143n6lcoxgwtoj,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,4083,4188,106,480,Normal Gait,normal,right side
cljxh25bj00183n6lp4ev8gns,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,4225,4321,97,480,Normal Gait,normal,left side
cljxh303i001c3n6lznalpt42,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,4370,4466,97,480,Normal Gait,normal,right side
cljxh46p8001j3n6lnjlzlxpd,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,4581,4650,70,480,Normal Gait,normal,left side
cljxh4sqp001n3n6lrk6rnevw,gp4H7Z2Vvn0,https://www.youtube.com/watch?v=gp4H7Z2Vvn0,4652,4748,97,480,Normal Gait,normal,left side
cljxh5uz0001r3n6l64mpm5b3,hGNKzkCF4J8,https://www.youtube.com/watch?v=hGNKzkCF4J8,15,1442,1428,480,Normal Gait,normal,right side
cljxh7ss1001w3n6lqp12u749,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,259,432,174,480,Normal Gait,normal,left side
cljxh9aq900203n6l7y6lqrt3,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,442,505,64,480,Normal Gait,normal,left side
cljxh9q2200243n6lq69dhx3v,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,508,611,104,480,Normal Gait,normal,left side
cljxhaq1h00283n6lyhcf8obn,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,616,693,78,480,Normal Gait,normal,left side
cljxhbr13002c3n6lo1ds8kua,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,696,745,50,480,Normal Gait,normal,left side
cljxhcwlt002g3n6lpnrdf5mx,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,824,929,106,480,Normal Gait,normal,left side
cljxhdl5y002k3n6lryoxnto7,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,944,1027,84,480,Normal Gait,normal,left side
cljxhfdki002v3n6lq3lw1ob6,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1165,1204,40,480,Normal Gait,normal,left side
cljxhg8mm002z3n6lco4twkh5,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1290,1333,44,480,Normal Gait,normal,left side
cljxhh8ya00333n6lmn4bfa1d,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1493,1578,86,480,Normal Gait,normal,left side
cljxhirrl00373n6l7xsxnxki,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1583,1667,85,480,Normal Gait,normal,left side
cljxhkcct003c3n6lvn7vvhnk,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1727,1834,108,480,Normal Gait,normal,right side
cljxhla5g003g3n6le1tbxmop,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1835,1913,79,480,Normal Gait,normal,right side
cljxhlvfn003k3n6li498ww87,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1915,1957,43,480,Normal Gait,normal,left side
cljxhm9kc003o3n6lint153vq,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,1959,2067,109,480,Normal Gait,normal,left side
cljxhmxzx003s3n6lb888laay,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2081,2135,55,480,Normal Gait,normal,right side
cljxho16c003w3n6lm2bhcvp6,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2218,2306,89,480,Normal Gait,normal,right side
cljxhovdm00403n6l8h1dj8v5,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2308,2368,61,480,Normal Gait,normal,right side
cljxhpdds00443n6l04zwwcby,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2373,2542,170,480,Normal Gait,normal,left side
cljxhqmkc00483n6l5nmlgtsk,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2605,2688,84,480,Normal Gait,normal,right side
cljxhqzxh004c3n6l7fpf8bpn,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2748,2808,61,480,Normal Gait,normal,right side
cljxhrmyz004g3n6ldq656j69,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,2845,2868,24,480,Normal Gait,normal,left side
cljxhso2n004k3n6lczes9nyj,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,3030,3153,124,480,Normal Gait,normal,right side
cljxhtnel004o3n6lv2qg78s8,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,3337,3460,124,480,Normal Gait,normal,left side
cljxhuq6p004s3n6lvv0r39b9,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,3671,3776,106,480,Normal Gait,normal,left side
cljxhvgec004w3n6lbq9yhtpd,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,3797,3889,93,480,Normal Gait,normal,left side
cljxhw08900503n6l3nyj2qhl,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,3930,4051,122,480,Normal Gait,normal,left side
cljxhxc8l00543n6le711pgu9,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,4071,4231,161,480,Normal Gait,normal,left side
cljxhybys00583n6l77dunspa,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,4271,4320,50,480,Normal Gait,normal,right side
cljxhzmht005c3n6ljn9iszh2,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,4416,4471,56,480,Normal Gait,normal,left side
cljxi0h9y005g3n6lbv12po7w,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,4991,5119,129,480,Normal Gait,normal,right side
cljxi10qi005k3n6lyaoabejr,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,5156,5230,75,480,Normal Gait,normal,right side
cljxi1ue5005o3n6lb1dsot60,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,5234,5364,131,480,Normal Gait,normal,left side
cljxi2qbp005s3n6llajez7qb,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,5912,6056,145,480,Normal Gait,normal,left side
cljxi3myk005w3n6lqukbi24u,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,6087,6279,193,480,Normal Gait,normal,left side
cljxi533z00603n6lb3jwkr3v,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,11611,11703,93,480,Normal Gait,normal,left side
cljxi664s00683n6lhxbh8beh,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,11735,11803,69,480,Normal Gait,normal,right side
cljxi6yx1006c3n6l55izjvr5,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,11805,11933,129,480,Normal Gait,normal,right side
cljxi7kt0006g3n6l9obrwgde,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,11936,11980,45,480,Normal Gait,normal,right side
cljxi82s2006k3n6l8u7gqntq,hSIYGZhRGd4,https://www.youtube.com/watch?v=hSIYGZhRGd4,11986,12090,105,480,Normal Gait,normal,left side
cljxi9qeq006o3n6lybhf28cp,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,2511,2815,305,480,Normal Gait,normal,back
cljxiakgy006s3n6lnv6bs294,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,2903,3024,122,480,Normal Gait,normal,front
cljxib3tw006w3n6librdqi7p,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3039,3103,65,480,Normal Gait,normal,front
cljxibqo100703n6lt6hgcqi4,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3160,3228,69,480,Normal Gait,normal,back
cljxiccu300743n6lmy70fnrb,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3250,3338,89,480,Normal Gait,normal,back
cljxicsda00783n6lzoxzdb0r,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3408,3524,117,480,Normal Gait,normal,front
cljxid694007c3n6l2mwpxjbt,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3527,3558,32,480,Normal Gait,normal,front
cljxidr5v007g3n6l7sp6espk,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3629,3721,93,480,Normal Gait,normal,back
cljxiepu3007k3n6lnr4xhxvd,JD1AGVpftps,https://www.youtube.com/watch?v=JD1AGVpftps,3831,4082,252,480,Normal Gait,normal,front
cljxigc9k007p3n6l1tr0hmno,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,76,121,46,480,Normal Gait,normal,front
cljxih2v7007t3n6lbkgqlfoq,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,224,289,66,480,Normal Gait,normal,front
cljxihp86007x3n6lv3i1hc0h,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,346,436,91,480,Normal Gait,normal,front
cljxijaiy00813n6lc6oo1rzh,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,564,697,134,480,Normal Gait,normal,front
cljxikwg800883n6l1fsf45nx,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,800,858,59,480,Normal Gait,normal,front
cljxilqrf008c3n6l523828ci,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,862,962,101,480,Normal Gait,normal,front
cljximnr0008g3n6lmof9rjho,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,1119,1178,60,480,Normal Gait,normal,back
cljxinqoh008k3n6leh71a7vd,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,3294,3408,115,480,Normal Gait,normal,front
cljxjd0vg008q3n6lik66nqws,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,2447,2848,402,480,Normal Gait,normal,back
cljxjew0v008u3n6lfp6v2l22,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,3136,3232,97,480,Normal Gait,normal,front
cljxjfx4c008y3n6lvumawda5,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,3412,3532,121,480,Normal Gait,normal,front
cljxjgy7n00923n6lf1jskzuu,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,3536,3660,125,480,Normal Gait,normal,front
cljxji13l00963n6l0o7vmhnf,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,3744,3934,191,480,Normal Gait,normal,front
cljxjiy2z009a3n6lt8814xvn,KnvYRnTA3XQ,https://www.youtube.com/watch?v=KnvYRnTA3XQ,3948,4058,111,480,Normal Gait,normal,front
cljxjjxh5009f3n6ltrwv4sda,tUT8Fh1zGKA,https://www.youtube.com/watch?v=tUT8Fh1zGKA,168,456,289,360,Normal Gait,normal,left side
cljxjktjg009j3n6lvb3spwbi,tUT8Fh1zGKA,https://www.youtube.com/watch?v=tUT8Fh1zGKA,546,696,151,360,Normal Gait,normal,left side
cljxjnwb200043n6l82lqfqs4,ucZdenbi65k,https://www.youtube.com/watch?v=ucZdenbi65k,2654,2836,183,480,Normal Gait,normal,other
cljxjogr100083n6ldltplryd,ucZdenbi65k,https://www.youtube.com/watch?v=ucZdenbi65k,3124,3293,170,480,Normal Gait,normal,other
cljxjpb7z000d3n6lpmxhbqau,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,1,60,60,854,Normal Gait,normal,front
cljxjq1v8000h3n6ljow5w2g6,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,137,196,60,854,Normal Gait,normal,right side
cljxjqo0e000l3n6lzw4fbzvx,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,317,405,89,854,Normal Gait,normal,front
cljxjrak3000p3n6lpocul02a,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,407,464,58,854,Normal Gait,normal,back
cljxjsfhr000t3n6l1t0t0i5v,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,526,613,88,854,Normal Gait,normal,right side
cljxjsxio000x3n6ldkxm7gs4,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,615,704,90,854,Normal Gait,normal,back
cljxjtvxn00113n6lzfbo2p4o,VL0AOiZt_lg,https://www.youtube.com/watch?v=VL0AOiZt_lg,1049,1108,60,854,Normal Gait,normal,front
cljxjv25j001a3n6lw4iv9fwe,WpARylM4UYU,https://www.youtube.com/watch?v=WpARylM4UYU,1,169,169,480,Normal Gait,normal,front
cljxkbce1001f3n6lfsg0zbg4,FTHc-TJOQ34,https://www.youtube.com/watch?v=FTHc-TJOQ34,1864,1955,92,360,Normal Gait,normal,right side
cljxkinfg001j3n6lrled80pl,FTHc-TJOQ34,https://www.youtube.com/watch?v=FTHc-TJOQ34,4421,4631,211,360,Normal Gait,normal,back
cljxkjjxz001n3n6lui5d54d8,FTHc-TJOQ34,https://www.youtube.com/watch?v=FTHc-TJOQ34,4705,4892,188,360,Normal Gait,normal,front
cljxkk705001r3n6lih7q9zt8,FTHc-TJOQ34,https://www.youtube.com/watch?v=FTHc-TJOQ34,4927,5118,192,360,Normal Gait,normal,back
