method,split,seed,extractor,evidence_status,metric,value,endpoint,scale_policy,condition,rank
coordinate,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.2196536321469036,all_valid_synthetic,window_median_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.476236899941196,all_valid_synthetic,window_median_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3349410490204252,all_valid_synthetic,window_median_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.5392598450842239,all_valid_synthetic,window_median_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.486621400149257,all_valid_synthetic,window_median_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3163261027652153,all_valid_synthetic,window_median_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6425636573637856,all_valid_synthetic,window_median_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.2513273890006702,all_valid_synthetic,window_median_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.228901528694132,all_valid_synthetic,window_median_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.4899870332323901,all_valid_synthetic,window_median_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.1398685185119541,all_valid_synthetic,window_median_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.1617071454104033,all_valid_synthetic,window_median_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.3923556396514278,all_valid_synthetic,window_median_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.5213364390718689,all_valid_synthetic,window_median_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3467721236392134,all_valid_synthetic,window_median_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6772461638208171,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.1575066904395845,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.2897684680853705,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.4866214016791535,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6425636574588915,all_valid_synthetic,window_median_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.500415516403712,all_valid_synthetic,window_median_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3283711882910847,all_valid_synthetic,window_median_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6407154284016163,all_valid_synthetic,window_median_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.4930152800320222,all_valid_synthetic,window_median_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3171295343242229,all_valid_synthetic,window_median_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.635390932332649,all_valid_synthetic,window_median_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.4981464424380084,all_valid_synthetic,window_median_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.324185260304735,all_valid_synthetic,window_median_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6425547241750849,all_valid_synthetic,window_median_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.481009328327154,all_valid_synthetic,window_median_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.3146791241762732,all_valid_synthetic,window_median_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6420696111229836,all_valid_synthetic,window_median_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.2562561019971057,all_valid_synthetic,window_median_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,1.089468564328017,all_valid_synthetic,window_median_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.4185816107037659,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,amplitude_ratio,1.486621400149257,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,amplitude_ratio,,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,amplitude_ratio,1.6425636573637856,all_valid_synthetic,window_median_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
coordinate,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
coordinate,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
direct,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
direct,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
direct,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter0,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter0,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter0,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter1,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter1,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter1,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter2,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter2,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
filter2,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
initialized,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
initialized,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
initialized,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
joint_affine,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
joint_offset,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
ordinary_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
paired_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
paired_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
paired_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
shuffled_jepa,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
smoothnet,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
smoothnet,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
smoothnet,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
static,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
static,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
static,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,hrnet_w32,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,rtmpose_m,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
unchanged,development,17,vitpose_base,automated-source-screen,event_timing_mae_s,,all_valid_synthetic,window_median_reference,all_conditions,
coordinate,development,17,hrnet_w32,automated-source-screen,visible_nle,0.01153859758165886,all_valid_synthetic,window_median_reference,blur,5.0
coordinate,development,17,rtmpose_m,automated-source-screen,visible_nle,0.010644693803291166,all_valid_synthetic,window_median_reference,blur,7.0
coordinate,development,17,vitpose_base,automated-source-screen,visible_nle,0.01901091386241758,all_valid_synthetic,window_median_reference,blur,3.0
direct,development,17,hrnet_w32,automated-source-screen,visible_nle,0.009822525960835663,all_valid_synthetic,window_median_reference,blur,1.0
